# t,Benzaldehyde(dcm),NButylamine(dcm),A_N(dcm),A_N_N(dcm),Water(dcm),A_N_W(dcm),A_N_N_W(dcm),A_N_W_W(dcm),TS1_#(dcm),Hemiaminal(dcm),TS2_#(dcm),I_W(dcm),TS1N_#(dcm),Int_N(dcm),TS2N_#(dcm),I_N_W(dcm),TS1W_#(dcm),Int_W(dcm),TS2W_#(dcm),I_W_W(dcm),TS1NW_#(dcm),Int_N_W(dcm),TS2NW_#(dcm),I_N_W_W(dcm),TS1WW_#(dcm),Int_W_W(dcm),TS2WW_#(dcm),I_W_W_W(dcm),Imine(dcm)
1.627691170282560336e+02,5.875093130943496306e-02,5.854758533758758904e-02,1.022236208940458674e-04,2.151566296506399176e-07,1.579505955808578914e-03,3.755244053531425526e-09,1.485032339616782249e-11,6.660216872922839745e-11,0.000000000000000000e+00,2.006725692339793261e-10,0.000000000000000000e+00,1.815544390453083864e-04,0.000000000000000000e+00,2.012814246528435284e-04,0.000000000000000000e+00,1.274211290526462205e-06,0.000000000000000000e+00,7.829363774612713861e-05,0.000000000000000000e+00,9.682782199624309210e-06,0.000000000000000000e+00,1.108865456798991684e-07,0.000000000000000000e+00,4.642778783547927243e-07,0.000000000000000000e+00,2.271531362072487140e-09,0.000000000000000000e+00,1.965319414191720366e-06,6.719966253681868224e-04
1.663840287233459208e+02,5.871868834514044205e-02,5.851097528622049154e-02,1.021036445152729877e-04,2.147697047009783630e-07,1.597696725347830639e-03,3.794033951738544219e-09,1.499433841283712416e-11,6.806509869837349967e-11,0.000000000000000000e+00,2.050278942702487735e-10,0.000000000000000000e+00,1.889805095252409519e-04,0.000000000000000000e+00,2.055871702489763431e-04,0.000000000000000000e+00,1.325429247320199788e-06,0.000000000000000000e+00,7.911757799175277498e-05,0.000000000000000000e+00,9.975735272825816564e-06,0.000000000000000000e+00,1.119624431613580022e-07,0.000000000000000000e+00,4.737122814559305590e-07,0.000000000000000000e+00,2.321426067400205233e-09,0.000000000000000000e+00,2.010146244610889973e-06,6.914045938368705829e-04
1.678803532929686071e+02,5.870523645954958680e-02,5.849571766530893557e-02,1.020536388380728757e-04,2.146085334352835740e-07,1.605270567970264791e-03,3.810152569411716792e-09,1.505411403125636265e-11,6.867830043305346855e-11,0.000000000000000000e+00,2.068292009336285227e-10,0.000000000000000000e+00,1.921087269148467544e-04,0.000000000000000000e+00,2.073670838270593841e-04,0.000000000000000000e+00,1.346988725556644060e-06,0.000000000000000000e+00,7.946005503112500354e-05,0.000000000000000000e+00,1.009982353423832911e-05,0.000000000000000000e+00,1.124090145933365032e-07,0.000000000000000000e+00,4.776890858920516904e-07,0.000000000000000000e+00,2.342339933014033461e-09,0.000000000000000000e+00,2.028960670732602422e-06,6.994871132207289548e-04
1.682701815264229026e+02,5.870172172264512961e-02,5.849173267827934009e-02,1.020405779657404988e-04,2.145664469019484957e-07,1.607247976086671358e-03,3.814357792120189153e-09,1.506970243677295276e-11,6.883879328089603397e-11,0.000000000000000000e+00,2.072983394873735002e-10,0.000000000000000000e+00,1.929289737741991947e-04,0.000000000000000000e+00,2.078305649973175885e-04,0.000000000000000000e+00,1.352640250624866027e-06,0.000000000000000000e+00,7.954941426685295210e-05,0.000000000000000000e+00,1.013242788111450233e-05,0.000000000000000000e+00,1.125254727558880877e-07,0.000000000000000000e+00,4.787321284879667236e-07,0.000000000000000000e+00,2.347813704040817331e-09,0.000000000000000000e+00,2.033887408051526051e-06,7.015975133844747818e-04
1.691824818306827751e+02,5.869347979157504142e-02,5.848239054123466341e-02,1.020099583301055845e-04,2.144677954175663676e-07,1.611882482536744748e-03,3.824208670829898770e-09,1.510620810386574965e-11,6.921558595948592713e-11,0.000000000000000000e+00,2.083960121872417641e-10,0.000000000000000000e+00,1.948571229008508137e-04,0.000000000000000000e+00,2.089148620381344097e-04,0.000000000000000000e+00,1.365922697931628015e-06,0.000000000000000000e+00,7.975875692918029541e-05,0.000000000000000000e+00,1.020918103675051677e-05,0.000000000000000000e+00,1.127982005997849294e-07,0.000000000000000000e+00,4.811845020866651791e-07,0.000000000000000000e+00,2.360664599832302585e-09,0.000000000000000000e+00,2.045458040732300625e-06,7.065440183620768635e-04
1.732060101402911414e+02,5.865685259992296091e-02,5.844091617570256608e-02,1.018740132229662950e-04,2.140300609961457364e-07,1.632436667570889973e-03,3.867812584696971008e-09,1.526761550115918312e-11,7.089747384115395869e-11,0.000000000000000000e+00,2.132331492106747581e-10,0.000000000000000000e+00,2.035051551028324167e-04,0.000000000000000000e+00,2.136907291494871491e-04,0.000000000000000000e+00,1.425452435935639040e-06,0.000000000000000000e+00,8.068565291910189958e-05,0.000000000000000000e+00,1.055533998121687141e-05,0.000000000000000000e+00,1.140040587540754934e-07,0.000000000000000000e+00,4.921932476073213409e-07,0.000000000000000000e+00,2.418027090540404783e-09,0.000000000000000000e+00,2.097175317770545180e-06,7.284870693424398778e-04
1.734209010111418365e+02,5.865488359339053603e-02,5.843868852218058602e-02,1.018667109956856428e-04,2.140065602214038879e-07,1.633539691708971826e-03,3.870148619165445046e-09,1.527625434785041179e-11,7.098822793773241872e-11,0.000000000000000000e+00,2.134913121109853679e-10,0.000000000000000000e+00,2.039737072845088811e-04,0.000000000000000000e+00,2.139455148683954485e-04,0.000000000000000000e+00,1.428675722471644461e-06,0.000000000000000000e+00,8.073532245788625798e-05,0.000000000000000000e+00,1.057418432185033860e-05,0.000000000000000000e+00,1.140685991518839942e-07,0.000000000000000000e+00,4.927901834588977111e-07,0.000000000000000000e+00,2.421122351054740826e-09,0.000000000000000000e+00,2.099969223900218639e-06,7.296648653651509418e-04
1.736426726237585854e+02,5.865285017289536412e-02,5.843638819780521548e-02,1.018591705140941791e-04,2.139822939458197205e-07,1.634678593064492784e-03,3.872560214428026466e-09,1.528517172576905519e-11,7.108198690474095493e-11,0.000000000000000000e+00,2.137577219156237878e-10,0.000000000000000000e+00,2.044579770000924928e-04,0.000000000000000000e+00,2.142084281785678712e-04,0.000000000000000000e+00,1.432006913470632253e-06,0.000000000000000000e+00,8.078659987936674333e-05,0.000000000000000000e+00,1.059367045997167849e-05,0.000000000000000000e+00,1.141352204914012674e-07,0.000000000000000000e+00,4.934071985039683736e-07,0.000000000000000000e+00,2.424320095730990125e-09,0.000000000000000000e+00,2.102855989514861069e-06,7.308809964514074390e-04
1.782686022035849192e+02,5.861011698987912688e-02,5.838809345897991859e-02,1.017008513898213200e-04,2.134731000604398380e-07,1.658564300430771798e-03,3.923038658286628906e-09,1.547161569937506970e-11,7.306072315485199905e-11,0.000000000000000000e+00,2.193102458159672447e-10,0.000000000000000000e+00,2.147261810063336911e-04,0.000000000000000000e+00,2.196854228494435379e-04,0.000000000000000000e+00,1.502587286792814645e-06,0.000000000000000000e+00,8.186021527615514352e-05,0.000000000000000000e+00,1.100915793110992746e-05,0.000000000000000000e+00,1.155281465210737588e-07,0.000000000000000000e+00,5.065040447718203336e-07,0.000000000000000000e+00,2.491806904612817090e-09,0.000000000000000000e+00,2.163864108947120452e-06,7.563925022927530089e-04
1.812457325512430373e+02,5.858229148339810094e-02,5.835669454709438431e-02,1.015979123382755481e-04,2.131423266822510337e-07,1.674067141417574919e-03,3.955699856055067397e-09,1.559203514244188423e-11,7.435758782912872499e-11,0.000000000000000000e+00,2.228791199421720550e-10,0.000000000000000000e+00,2.215050276870051012e-04,0.000000000000000000e+00,2.232030559854662603e-04,0.000000000000000000e+00,1.549128455238857901e-06,0.000000000000000000e+00,8.255518322067676069e-05,0.000000000000000000e+00,1.128587292349706429e-05,0.000000000000000000e+00,1.164278135640364060e-07,0.000000000000000000e+00,5.151661307238794560e-07,0.000000000000000000e+00,2.536037793007257035e-09,0.000000000000000000e+00,2.203937188558009203e-06,7.729568579658047285e-04
1.812744767619775814e+02,5.858202158400876991e-02,5.835639016897037346e-02,1.015969144318604813e-04,2.131391212858222708e-07,1.674217320018268158e-03,3.956015858563746365e-09,1.559319938589884197e-11,7.437019900106453231e-11,0.000000000000000000e+00,2.229135598018767200e-10,0.000000000000000000e+00,2.215711360862418814e-04,0.000000000000000000e+00,2.232369910204476187e-04,0.000000000000000000e+00,1.549582120735682946e-06,0.000000000000000000e+00,8.256190831529263416e-05,0.000000000000000000e+00,1.128858094530121468e-05,0.000000000000000000e+00,1.164365117996802572e-07,0.000000000000000000e+00,5.152506709229313940e-07,0.000000000000000000e+00,2.536467909856803482e-09,0.000000000000000000e+00,2.204327219913462740e-06,7.731173441866865618e-04
1.818181818181818130e+02,5.857691186273981249e-02,5.835062835375448564e-02,1.015780241861382357e-04,2.130784477553286646e-07,1.677059787760121299e-03,3.961995496166105108e-09,1.561522705243224968e-11,7.460906796846233655e-11,0.000000000000000000e+00,2.235649359487611573e-10,0.000000000000000000e+00,2.228239811038514040e-04,0.000000000000000000e+00,2.238787818298194725e-04,0.000000000000000000e+00,1.558178936688958175e-06,0.000000000000000000e+00,8.268916982776621004e-05,0.000000000000000000e+00,1.133993614655646093e-05,0.000000000000000000e+00,1.166010839215316751e-07,0.000000000000000000e+00,5.168530719090941997e-07,0.000000000000000000e+00,2.544614779043133347e-09,0.000000000000000000e+00,2.211716092522501875e-06,7.761549961337360810e-04
1.836825277023446006e+02,5.855932579915668068e-02,5.833080745682378554e-02,1.015130397833176876e-04,2.128697858145019725e-07,1.686832419350192029e-03,3.982533360661024816e-09,1.569084014448058072e-11,7.543283952834371126e-11,0.000000000000000000e+00,2.257975605817497903e-10,0.000000000000000000e+00,2.271544823933612054e-04,0.000000000000000000e+00,2.260780124253205375e-04,0.000000000000000000e+00,1.587882911500912018e-06,0.000000000000000000e+00,8.312632730179881268e-05,0.000000000000000000e+00,1.151795080607486431e-05,0.000000000000000000e+00,1.171660033439514158e-07,0.000000000000000000e+00,5.223955160762781815e-07,0.000000000000000000e+00,2.572710346680383590e-09,0.000000000000000000e+00,2.237216087894980476e-06,7.865999856638481976e-04
1.840169949257679036e+02,5.855616014916967260e-02,5.832724106615055915e-02,1.015013469122636076e-04,2.128322506094133816e-07,1.688589892321169534e-03,3.986223421076811983e-09,1.570441840978399177e-11,7.558139721566530581e-11,0.000000000000000000e+00,2.261979463477168428e-10,0.000000000000000000e+00,2.279370644449366340e-04,0.000000000000000000e+00,2.264723208935777378e-04,0.000000000000000000e+00,1.593248986046331303e-06,0.000000000000000000e+00,8.320488183725218486e-05,0.000000000000000000e+00,1.155020376243502835e-05,0.000000000000000000e+00,1.172674494493916374e-07,0.000000000000000000e+00,5.233977350114053823e-07,0.000000000000000000e+00,2.577777057899347846e-09,0.000000000000000000e+00,2.241817774805761444e-06,7.884785872996778657e-04
1.850971996790651701e+02,5.854591402368887476e-02,5.831570109850186395e-02,1.014635113135044361e-04,2.127108158223433086e-07,1.694274695524008133e-03,3.998152371199013087e-09,1.574829810951093921e-11,7.606279103002965056e-11,0.000000000000000000e+00,2.274907280006594063e-10,0.000000000000000000e+00,2.304763789104347874e-04,0.000000000000000000e+00,2.277452953829088426e-04,0.000000000000000000e+00,1.610656892470671009e-06,0.000000000000000000e+00,8.345884782323566146e-05,0.000000000000000000e+00,1.165503290760209500e-05,0.000000000000000000e+00,1.175952847775760732e-07,0.000000000000000000e+00,5.266510627233279232e-07,0.000000000000000000e+00,2.594195484327143211e-09,0.000000000000000000e+00,2.256735749464083325e-06,7.945556485184938553e-04
1.860218480322926098e+02,5.853711635089003940e-02,5.830579639252937707e-02,1.014310368042466468e-04,2.126066132219505759e-07,1.699151549307337337e-03,4.008377286849772688e-09,1.578589125822186773e-11,7.647681542840493698e-11,0.000000000000000000e+00,2.285969572877567081e-10,0.000000000000000000e+00,2.326644611886752420e-04,0.000000000000000000e+00,2.288343515122076045e-04,0.000000000000000000e+00,1.625652236415843533e-06,0.000000000000000000e+00,8.367656037232368781e-05,0.000000000000000000e+00,1.174557665553051998e-05,0.000000000000000000e+00,1.178761527680689741e-07,0.000000000000000000e+00,5.294560601570156942e-07,0.000000000000000000e+00,2.608316208354760733e-09,0.000000000000000000e+00,2.269573887964068421e-06,7.997695600732693168e-04
1.876398443186487270e+02,5.852166149355765568e-02,5.828840547694956464e-02,1.013740165581095745e-04,2.124237065054419659e-07,1.707709057409623242e-03,4.026299831320829502e-09,1.585174456909801976e-11,7.720564728397659586e-11,0.000000000000000000e+00,2.305318390693612265e-10,0.000000000000000000e+00,2.365255119713698291e-04,0.000000000000000000e+00,2.307386972462648468e-04,0.000000000000000000e+00,1.652102105231077725e-06,0.000000000000000000e+00,8.405822981629593117e-05,0.000000000000000000e+00,1.190583113761243551e-05,0.000000000000000000e+00,1.183681616951553406e-07,0.000000000000000000e+00,5.344095366377963175e-07,0.000000000000000000e+00,2.633173761879174146e-09,0.000000000000000000e+00,2.292191389174957034e-06,8.089197417506076163e-04
1.879805353674252899e+02,5.851839746526574237e-02,5.828473396152792502e-02,1.013619785146320138e-04,2.123851007433679972e-07,1.709514808141825246e-03,4.030078585727922256e-09,1.586562225235916484e-11,7.735982026821277507e-11,0.000000000000000000e+00,2.309391157711677598e-10,0.000000000000000000e+00,2.373437598468796652e-04,0.000000000000000000e+00,2.311394652735158386e-04,0.000000000000000000e+00,1.657705719641946916e-06,0.000000000000000000e+00,8.413870939822363539e-05,0.000000000000000000e+00,1.193987177606234663e-05,0.000000000000000000e+00,1.184718461724607529e-07,0.000000000000000000e+00,5.354599321159362813e-07,0.000000000000000000e+00,2.638431988753677801e-09,0.000000000000000000e+00,2.296978676298746754e-06,8.108507559748219171e-04
1.901531756838239176e+02,5.849750175274695541e-02,5.826124108494384196e-02,1.012849500930984077e-04,2.121381485349374351e-07,1.721061881293176098e-03,4.054216285469357149e-09,1.595421400428642410e-11,7.834881653570671624e-11,0.000000000000000000e+00,2.335352424965515929e-10,0.000000000000000000e+00,2.426050934293784499e-04,0.000000000000000000e+00,2.336934380206471650e-04,0.000000000000000000e+00,1.693722536074410564e-06,0.000000000000000000e+00,8.465286708959144084e-05,0.000000000000000000e+00,1.215941001143847677e-05,0.000000000000000000e+00,1.191337453805872306e-07,0.000000000000000000e+00,5.422193982549412808e-07,0.000000000000000000e+00,2.672162715650392057e-09,0.000000000000000000e+00,2.327712610648949602e-06,8.232005079527018789e-04
1.949855709949619609e+02,5.845052302821002188e-02,5.820849473847487798e-02,1.011120022050542038e-04,2.115841589613162882e-07,1.746940321394788598e-03,4.108148395492210215e-09,1.615181132395306235e-11,8.058480058753669527e-11,0.000000000000000000e+00,2.393024390579506801e-10,0.000000000000000000e+00,2.545783598306319124e-04,0.000000000000000000e+00,2.393628468775021697e-04,0.000000000000000000e+00,1.775594432991761354e-06,0.000000000000000000e+00,8.580214497553268025e-05,0.000000000000000000e+00,1.266322168174241456e-05,0.000000000000000000e+00,1.206100794083880034e-07,0.000000000000000000e+00,5.576380344618172632e-07,0.000000000000000000e+00,2.748423236380231445e-09,0.000000000000000000e+00,2.397352806924932262e-06,8.508884240960629033e-04
1.953480067017284227e+02,5.844697143128977507e-02,5.820451106557859161e-02,1.010989402022652452e-04,2.115423453556273752e-07,1.748892105308084022e-03,4.112206829757812220e-09,1.616666110317942290e-11,8.075453157997856920e-11,0.000000000000000000e+00,2.397345874470890537e-10,0.000000000000000000e+00,2.554916063051588539e-04,0.000000000000000000e+00,2.397874360491699568e-04,0.000000000000000000e+00,1.781833937516295171e-06,0.000000000000000000e+00,8.588865524353118811e-05,0.000000000000000000e+00,1.270188725725836721e-05,0.000000000000000000e+00,1.207210294025072628e-07,0.000000000000000000e+00,5.588161830669897129e-07,0.000000000000000000e+00,2.754212085468765556e-09,0.000000000000000000e+00,2.402647918239515138e-06,8.529772791645453102e-04
2.019242178317074661e+02,5.838184031335062057e-02,5.813155242539855966e-02,1.008597180377532565e-04,2.107772174840017746e-07,1.784569656804391863e-03,4.186164822045568348e-09,1.643678755400491982e-11,8.388389659154948985e-11,0.000000000000000000e+00,2.475659380307123103e-10,0.000000000000000000e+00,2.724376175414763368e-04,0.000000000000000000e+00,2.474761385870299815e-04,0.000000000000000000e+00,1.897482627896719286e-06,0.000000000000000000e+00,8.746579807261626997e-05,0.000000000000000000e+00,1.342538582959731025e-05,0.000000000000000000e+00,1.227392997810767655e-07,0.000000000000000000e+00,5.807337830667301533e-07,0.000000000000000000e+00,2.860942283830621790e-09,0.000000000000000000e+00,2.500498205170121675e-06,8.911754024537619579e-04
2.020377491640629160e+02,5.838070434838912859e-02,5.813028153175130858e-02,1.008555509819338339e-04,2.107639006419260649e-07,1.785189976937332640e-03,4.187446887286452251e-09,1.644146204246965070e-11,8.393875370616942085e-11,0.000000000000000000e+00,2.477009745242319574e-10,0.000000000000000000e+00,2.727364879758445047e-04,0.000000000000000000e+00,2.476086206709891780e-04,0.000000000000000000e+00,1.899520091985439737e-06,0.000000000000000000e+00,8.749314864564070190e-05,0.000000000000000000e+00,1.343824756004845545e-05,0.000000000000000000e+00,1.227742259607932907e-07,0.000000000000000000e+00,5.811213067660688044e-07,0.000000000000000000e+00,2.862813241969770901e-09,0.000000000000000000e+00,2.502217280544862786e-06,8.918398006291770614e-04
2.020736784970063127e+02,5.838034476670995315e-02,5.812987925056201793e-02,1.008542319671464126e-04,2.107596854874177887e-07,1.785386321049765900e-03,4.187852660040043843e-09,1.644294145646402899e-11,8.395612028795049848e-11,0.000000000000000000e+00,2.477437084463653836e-10,0.000000000000000000e+00,2.728311167734453688e-04,0.000000000000000000e+00,2.476505455463851144e-04,0.000000000000000000e+00,1.900165181264801601e-06,0.000000000000000000e+00,8.750180515907642976e-05,0.000000000000000000e+00,1.344232058744873631e-05,0.000000000000000000e+00,1.227852796390899886e-07,0.000000000000000000e+00,5.812440122016212944e-07,0.000000000000000000e+00,2.863405547047865566e-09,0.000000000000000000e+00,2.502761529962606027e-06,8.920500981669910552e-04
2.058393192869801283e+02,5.834243843906114502e-02,5.808750161397029099e-02,1.007152842709021335e-04,2.103158636642039244e-07,1.806047189157113878e-03,4.230477735186671500e-09,1.659819215248079019e-11,8.579207983789610401e-11,0.000000000000000000e+00,2.522194063953724438e-10,0.000000000000000000e+00,2.828697049985294358e-04,0.000000000000000000e+00,2.520397102810922061e-04,0.000000000000000000e+00,1.968556453112709159e-06,0.000000000000000000e+00,8.841134704268531084e-05,0.000000000000000000e+00,1.387637793295196320e-05,0.000000000000000000e+00,1.239452672700449346e-07,0.000000000000000000e+00,5.942806275100523206e-07,0.000000000000000000e+00,2.926022831259553902e-09,0.000000000000000000e+00,2.560372119197905285e-06,9.141841549716745591e-04
2.067785889041678047e+02,5.833291529588557206e-02,5.807686439046194637e-02,1.006804076114310091e-04,2.102045273241405831e-07,1.811226178957479243e-03,4.241139562324563846e-09,1.663697628583528441e-11,8.625493002658232977e-11,0.000000000000000000e+00,2.533348224761375658e-10,0.000000000000000000e+00,2.854111973826665353e-04,0.000000000000000000e+00,2.531330038162263102e-04,0.000000000000000000e+00,1.985858065603377717e-06,0.000000000000000000e+00,8.863891431447465039e-05,0.000000000000000000e+00,1.398688526389677949e-05,0.000000000000000000e+00,1.242350531611437639e-07,0.000000000000000000e+00,5.975873243214127665e-07,0.000000000000000000e+00,2.941808812247582974e-09,0.000000000000000000e+00,2.574918920948429280e-06,9.197339526592511255e-04
2.092745790363291860e+02,5.830747575072413313e-02,5.804846666632697966e-02,1.005873005391740233e-04,2.099074307440505753e-07,1.825038202606451328e-03,4.269529080988653998e-09,1.674015195283455149e-11,8.749446825911905140e-11,0.000000000000000000e+00,2.562970170435896393e-10,0.000000000000000000e+00,2.922384830731335811e-04,0.000000000000000000e+00,2.560353616173521082e-04,0.000000000000000000e+00,2.032309957894710335e-06,0.000000000000000000e+00,8.924498683376098983e-05,0.000000000000000000e+00,1.428496225531914466e-05,0.000000000000000000e+00,1.250059617279788587e-07,0.000000000000000000e+00,6.064826892646060273e-07,0.000000000000000000e+00,2.984084537339549188e-09,0.000000000000000000e+00,2.613921666152399549e-06,9.345379131060708305e-04
2.139223226443019144e+02,5.825958649145082657e-02,5.799507816704135149e-02,1.004122644131571682e-04,2.093494068988606908e-07,1.850949096365530743e-03,4.322610517737635865e-09,1.693268852882321604e-11,8.983990953147184370e-11,0.000000000000000000e+00,2.618055321112384000e-10,0.000000000000000000e+00,3.052396058272012404e-04,0.000000000000000000e+00,2.614283757088715302e-04,0.000000000000000000e+00,2.120665051346355839e-06,0.000000000000000000e+00,9.037867515788201584e-05,0.000000000000000000e+00,1.485742662317686636e-05,0.000000000000000000e+00,1.264445744825868125e-07,0.000000000000000000e+00,6.234727351659781495e-07,0.000000000000000000e+00,3.064078225027794802e-09,0.000000000000000000e+00,2.687903649463345792e-06,9.623215701346380995e-04
2.165075126753639267e+02,5.823265469398872934e-02,5.796509273233400872e-02,1.003139614404652459e-04,2.090362970321310420e-07,1.865469370321723398e-03,4.352256198716673586e-09,1.704000361824029111e-11,9.116568705488800106e-11,0.000000000000000000e+00,2.648653361339757374e-10,0.000000000000000000e+00,3.126355790294556400e-04,0.000000000000000000e+00,2.644216251838706370e-04,0.000000000000000000e+00,2.170868951467535468e-06,0.000000000000000000e+00,9.101210682369094049e-05,0.000000000000000000e+00,1.518586819752262387e-05,0.000000000000000000e+00,1.272464308654970725e-07,0.000000000000000000e+00,6.331677514644127519e-07,0.000000000000000000e+00,3.109295233219544579e-09,0.000000000000000000e+00,2.729827179884784482e-06,9.778981841030774495e-04
2.170533407796982317e+02,5.822694129838170557e-02,5.795873507756423015e-02,1.002931193377672040e-04,2.089699379487466298e-07,1.868545001885262664e-03,4.358526338050535551e-09,1.706268111270143947e-11,9.144755578165269069e-11,0.000000000000000000e+00,2.655109890968857183e-10,0.000000000000000000e+00,3.142123249031628248e-04,0.000000000000000000e+00,2.650530140120967789e-04,0.000000000000000000e+00,2.181566488392913158e-06,0.000000000000000000e+00,9.114610438458028226e-05,0.000000000000000000e+00,1.525614578788106641e-05,0.000000000000000000e+00,1.274158775565534913e-07,0.000000000000000000e+00,6.352374387788109415e-07,0.000000000000000000e+00,3.118908656673031769e-09,0.000000000000000000e+00,2.738750106130824659e-06,9.811982018877634174e-04
2.174948790614916447e+02,5.822231260825646432e-02,5.795358534653659299e-02,1.002762372858471805e-04,2.089161939481838498e-07,1.871035499423066547e-03,4.363601209604014909e-09,1.708103051686361589e-11,9.167606719332580755e-11,0.000000000000000000e+00,2.660331808600460088e-10,0.000000000000000000e+00,3.154916986713555711e-04,0.000000000000000000e+00,2.655636128522089953e-04,0.000000000000000000e+00,2.190245095748393429e-06,0.000000000000000000e+00,9.125456459996702998e-05,0.000000000000000000e+00,1.531323509751975374e-05,0.000000000000000000e+00,1.275529848920318097e-07,0.000000000000000000e+00,6.369175120251009638e-07,0.000000000000000000e+00,3.126702273939527022e-09,0.000000000000000000e+00,2.745986433285564736e-06,9.838705599229621325e-04
2.175293721143730750e+02,5.822195075398620134e-02,5.795318279306577169e-02,1.002749176294578888e-04,2.089119930869623706e-07,1.871230149961134424e-03,4.363997754641099829e-09,1.708246412328410172e-11,9.169393689175371044e-11,0.000000000000000000e+00,2.660739708408038599e-10,0.000000000000000000e+00,3.155917908613039028e-04,0.000000000000000000e+00,2.656034951525031986e-04,0.000000000000000000e+00,2.190924007663958645e-06,0.000000000000000000e+00,9.126303984074236918e-05,0.000000000000000000e+00,1.531770440511522326e-05,0.000000000000000000e+00,1.275636968635921227e-07,0.000000000000000000e+00,6.370489878305725906e-07,0.000000000000000000e+00,3.127311738429084264e-09,0.000000000000000000e+00,2.746552432032805501e-06,9.840794308473193100e-04
2.187512359843497620e+02,5.820910861235414208e-02,5.793889938438992471e-02,1.002280958537448530e-04,2.087629735558251998e-07,1.878133280188188986e-03,4.378051191531075249e-09,1.713325115580744543e-11,9.232853513578772716e-11,0.000000000000000000e+00,2.675185336986011996e-10,0.000000000000000000e+00,3.191513760473390412e-04,0.000000000000000000e+00,2.670157147979547712e-04,0.000000000000000000e+00,2.215059779662188417e-06,0.000000000000000000e+00,9.156343875905860322e-05,0.000000000000000000e+00,1.547704242235240228e-05,0.000000000000000000e+00,1.279431846420510819e-07,0.000000000000000000e+00,6.417300951318870966e-07,0.000000000000000000e+00,3.148955366547754376e-09,0.000000000000000000e+00,2.766669114635990559e-06,9.914876506308899738e-04
2.238404710572914666e+02,5.815510335812427295e-02,5.787890003030356223e-02,1.000314284069938177e-04,2.081375435052076040e-07,1.907070980569922428e-03,4.436782844157830682e-09,1.734511329974904447e-11,9.500873629771614223e-11,0.000000000000000000e+00,2.735280706515727229e-10,0.000000000000000000e+00,3.342686132594877122e-04,0.000000000000000000e+00,2.728865223654946257e-04,0.000000000000000000e+00,2.317456136924085377e-06,0.000000000000000000e+00,9.281940483914208860e-05,0.000000000000000000e+00,1.615882397504774516e-05,0.000000000000000000e+00,1.295262669487550960e-07,0.000000000000000000e+00,6.616681627002889077e-07,0.000000000000000000e+00,3.240366397330375219e-09,0.000000000000000000e+00,2.851823065441952652e-06,1.022555174822867416e-03
2.255766424409103479e+02,5.813648806697961635e-02,5.785824320810199761e-02,9.996372487605854245e-05,2.079224245811726019e-07,1.917011115917078819e-03,4.456889852927169941e-09,1.741750088201197991e-11,9.593678089880360602e-11,0.000000000000000000e+00,2.755754959722558753e-10,0.000000000000000000e+00,3.395343835665339005e-04,0.000000000000000000e+00,2.748851327667169945e-04,0.000000000000000000e+00,2.353083272513998077e-06,0.000000000000000000e+00,9.324959299359631229e-05,0.000000000000000000e+00,1.639825150765893884e-05,0.000000000000000000e+00,1.300671705045174971e-07,0.000000000000000000e+00,6.686358257792518684e-07,0.000000000000000000e+00,3.272018319037861976e-09,0.000000000000000000e+00,2.881382382103516633e-06,1.033231638396376034e-03
2.258068961245409128e+02,5.813401191445267263e-02,5.785549643250897933e-02,9.995472246987783995e-05,2.078938278765855328e-07,1.918331990454869712e-03,4.459559126444617571e-09,1.742710500071921172e-11,9.606038492476593121e-11,0.000000000000000000e+00,2.758469246451814819e-10,0.000000000000000000e+00,3.402369272406639161e-04,0.000000000000000000e+00,2.751500304593170279e-04,0.000000000000000000e+00,2.357834956677206510e-06,0.000000000000000000e+00,9.330670971737203400e-05,0.000000000000000000e+00,1.643027136874462111e-05,0.000000000000000000e+00,1.301389358726761822e-07,0.000000000000000000e+00,6.695663368202841526e-07,0.000000000000000000e+00,3.276233962335037220e-09,0.000000000000000000e+00,2.885322239330839238e-06,1.034650542867264402e-03
2.272727272727272521e+02,5.811820778681792143e-02,5.783797017968198007e-02,9.989728262938831317e-05,2.077114066237691873e-07,1.926755139879192478e-03,4.476566541895599635e-09,1.748826731550430567e-11,9.685015672243370396e-11,0.000000000000000000e+00,2.775743094461241246e-10,0.000000000000000000e+00,3.447325409873115264e-04,0.000000000000000000e+00,2.768355240522379261e-04,0.000000000000000000e+00,2.388232400658770626e-06,0.000000000000000000e+00,9.367067476042748053e-05,0.000000000000000000e+00,1.663559284419423344e-05,0.000000000000000000e+00,1.305959637845899282e-07,0.000000000000000000e+00,6.755258243471235319e-07,0.000000000000000000e+00,3.303169947596016957e-09,0.000000000000000000e+00,2.910512432302768660e-06,1.043699848231566512e-03
2.309413468537215124e+02,5.807834530620533536e-02,5.779380298892479451e-02,9.975254311947054310e-05,2.072520395685879300e-07,1.947944060186400199e-03,4.519239201203907565e-09,1.764149124976902244e-11,9.884870657382598556e-11,0.000000000000000000e+00,2.818931726011856063e-10,0.000000000000000000e+00,3.561603369582382267e-04,0.000000000000000000e+00,2.810471580737766511e-04,0.000000000000000000e+00,2.465433573562799884e-06,0.000000000000000000e+00,9.458421159640081595e-05,0.000000000000000000e+00,1.716082668431806501e-05,0.000000000000000000e+00,1.317409222128866930e-07,0.000000000000000000e+00,6.907150298987840140e-07,0.000000000000000000e+00,3.371332562766796322e-09,0.000000000000000000e+00,2.974385059872413830e-06,1.066471801782203823e-03
