# t,CH4,Cl·,H3CHCl‡,CH3·,HCl
1.583520047677939766e-08,4.091159657565480168e-01,9.115965756547848853e-03,0.000000000000000000e+00,4.908840342434521165e-01,5.908840342434520387e-01
1.601514593674280032e-08,4.087816359431887259e-01,8.781635943188556212e-03,0.000000000000000000e+00,4.912183640568114074e-01,5.912183640568112741e-01
1.619509139670620298e-08,4.084598248721068026e-01,8.459824872106684948e-03,0.000000000000000000e+00,4.915401751278933307e-01,5.915401751278931419e-01
1.623529655653666296e-08,4.083895886385097707e-01,8.389588638509606205e-03,0.000000000000000000e+00,4.916104113614903626e-01,5.916104113614902849e-01
1.637503685666960564e-08,4.081500468012013161e-01,8.150046801201160304e-03,0.000000000000000000e+00,4.918499531987988171e-01,5.918499531987987394e-01
1.655498231663300499e-08,4.078518069575139404e-01,7.851806957513810664e-03,0.000000000000000000e+00,4.921481930424861928e-01,5.921481930424860041e-01
1.673492777659640765e-08,4.075646853439259254e-01,7.564685343925793039e-03,0.000000000000000000e+00,4.924353146560742078e-01,5.924353146560740191e-01
1.691487323655981031e-08,4.072882620305133261e-01,7.288262030513185073e-03,0.000000000000000000e+00,4.927117379694868071e-01,5.927117379694866184e-01
1.700662584830733240e-08,4.071512991731993658e-01,7.151299173199229982e-03,0.000000000000000000e+00,4.928487008268007674e-01,5.928487008268006342e-01
1.709481869652321297e-08,4.070221170873521976e-01,7.022117087352055739e-03,0.000000000000000000e+00,4.929778829126479356e-01,5.929778829126477468e-01
1.727476415648661563e-08,4.067658561850212573e-01,6.765856185021114529e-03,0.000000000000000000e+00,4.932341438149788759e-01,5.932341438149787427e-01
1.745470961645001829e-08,4.065190785841517607e-01,6.519078584151613565e-03,0.000000000000000000e+00,4.934809214158483726e-01,5.934809214158482948e-01
1.763465507641342095e-08,4.062814421980113222e-01,6.281442198011162083e-03,0.000000000000000000e+00,4.937185578019888110e-01,5.937185578019887888e-01
1.781460053637682361e-08,4.060526061895669558e-01,6.052606189566785318e-03,0.000000000000000000e+00,4.939473938104331774e-01,5.939473938104331552e-01
1.781460053637684015e-08,4.060526061895669003e-01,6.052606189566764501e-03,0.000000000000000000e+00,4.939473938104332329e-01,5.939473938104331552e-01
