# t,NH3(w),OH·(w),NH3·OH#(w),NH2·(w),H2O(w),NH4+(w)
1.683462065409532583e-06,3.058289067217683302e-03,3.058289080334860351e-03,0.000000000000000000e+00,9.694171091966510834e-02,9.694171091966514997e-02,1.311721483514939581e-11
1.686141505040374821e-06,3.053577244385717419e-03,3.053577257508693649e-03,0.000000000000000000e+00,9.694642274249126723e-02,9.694642274249130887e-02,1.312301409186829172e-11
1.717131306717723095e-06,3.000117740390868034e-03,3.000117753580275499e-03,0.000000000000000000e+00,9.699988224641968582e-02,9.699988224641972745e-02,1.318944523491583464e-11
1.740433713155525940e-06,2.961138238116721531e-03,2.961138251355318815e-03,0.000000000000000000e+00,9.703886174864465031e-02,9.703886174864469194e-02,1.323863513295056504e-11
1.740533166493290103e-06,2.960974051257649932e-03,2.960974064496455817e-03,0.000000000000000000e+00,9.703902593550350897e-02,9.703902593550355060e-02,1.323884369848186577e-11
1.750800548025913818e-06,2.944121304217541413e-03,2.944121317477817537e-03,0.000000000000000000e+00,9.705587868252214812e-02,9.705587868252218975e-02,1.326031357307241120e-11
1.784469789334104542e-06,2.890179310611324087e-03,2.890179323941156984e-03,0.000000000000000000e+00,9.710982067605880563e-02,9.710982067605884727e-02,1.332987054342562377e-11
1.794924827946205386e-06,2.873829806376260523e-03,2.873829819727433121e-03,0.000000000000000000e+00,9.712617018027253080e-02,9.712617018027257243e-02,1.335121013326209573e-11
1.818139030642295054e-06,2.838178664479374964e-03,2.838178677877501756e-03,0.000000000000000000e+00,9.716182132212246303e-02,9.716182132212250466e-02,1.339816450841852941e-11
1.823120684635671150e-06,2.830642621909042894e-03,2.830642635317169933e-03,0.000000000000000000e+00,9.716935736468279572e-02,9.716935736468283735e-02,1.340816490164475584e-11
1.849316489399120669e-06,2.791663394533591778e-03,2.791663407993872845e-03,0.000000000000000000e+00,9.720833659200608934e-02,9.720833659200613097e-02,1.346031866439535086e-11
1.851808271950485778e-06,2.788011484141109542e-03,2.788011497606314188e-03,0.000000000000000000e+00,9.721198850239365363e-02,9.721198850239369527e-02,1.346524214175788000e-11
1.885477513258676501e-06,2.739588400134740712e-03,2.739588413665847069e-03,0.000000000000000000e+00,9.726041158633412509e-02,9.726041158633416672e-02,1.353114395447659838e-11
1.903708150852035951e-06,2.714065703149533704e-03,2.714065716715846708e-03,0.000000000000000000e+00,9.728593428328412285e-02,9.728593428328416448e-02,1.356635084082487703e-11
1.909736064995096493e-06,2.705731075630112264e-03,2.705731089207994572e-03,0.000000000000000000e+00,9.729426891079197282e-02,9.729426891079201445e-02,1.357791975540640990e-11
1.919146754566867013e-06,2.692821007350114197e-03,2.692821020945986455e-03,0.000000000000000000e+00,9.730717897905398484e-02,9.730717897905402647e-02,1.359591014161595061e-11
1.952815995875057737e-06,2.647626521647814500e-03,2.647626535307355880e-03,0.000000000000000000e+00,9.735237346469260977e-02,9.735237346469265141e-02,1.365957895197693788e-11
1.958099812304951446e-06,2.640670902237150786e-03,2.640670915906587028e-03,0.000000000000000000e+00,9.735932908409337949e-02,9.735932908409342112e-02,1.366947375243501420e-11
1.986485237183248460e-06,2.603918252243178806e-03,2.603918265965331560e-03,0.000000000000000000e+00,9.739608173403463409e-02,9.739608173403467573e-02,1.372219010028894753e-11
2.000466490605246484e-06,2.586188418585530936e-03,2.586188432333379715e-03,0.000000000000000000e+00,9.741381156766659721e-02,9.741381156766663885e-02,1.374788674758334907e-11
2.012491473757866728e-06,2.571131418450872848e-03,2.571131432220683660e-03,0.000000000000000000e+00,9.742886856777928373e-02,9.742886856777932536e-02,1.376984830328903103e-11
2.020154478491439184e-06,2.561627489250538868e-03,2.561627503034277775e-03,0.000000000000000000e+00,9.743837249696570002e-02,9.743837249696574165e-02,1.378377680926922341e-11
2.053823719799629908e-06,2.520690845356627491e-03,2.520690859200959855e-03,0.000000000000000000e+00,9.747930914079901143e-02,9.747930914079905307e-02,1.384437040902212855e-11
2.066883135210782011e-06,2.505163489619903136e-03,2.505163503487478193e-03,0.000000000000000000e+00,9.749483649651249917e-02,9.749483649651254080e-02,1.386761248369799835e-11
2.087492961107820208e-06,2.481044933248177913e-03,2.481044947152142698e-03,0.000000000000000000e+00,9.751895505284782772e-02,9.751895505284786936e-02,1.390400222965201954e-11
2.095507464820666573e-06,2.471790984598892620e-03,2.471790998516913435e-03,0.000000000000000000e+00,9.752820900148305439e-02,9.752820900148309602e-02,1.391805849819199897e-11
2.121162202416010932e-06,2.442627712507335850e-03,2.442627726470001075e-03,0.000000000000000000e+00,9.755737227352996588e-02,9.755737227353000751e-02,1.396270307983918109e-11
2.121274796663697294e-06,2.442501246932877058e-03,2.442501260895737006e-03,0.000000000000000000e+00,9.755749873910422865e-02,9.755749873910427028e-02,1.396289784999968353e-11
2.154831443724201655e-06,2.405381093483430037e-03,2.405381107503894080e-03,0.000000000000000000e+00,9.759461889249607114e-02,9.759461889249611277e-02,1.402050231536644013e-11
2.175666458116612576e-06,2.382893678705051872e-03,2.382893692760844426e-03,0.000000000000000000e+00,9.761710630723911819e-02,9.761710630723915982e-02,1.405583040150787243e-11
2.188500685032392379e-06,2.369249450655532777e-03,2.369249464732923506e-03,0.000000000000000000e+00,9.763075053526704128e-02,9.763075053526708291e-02,1.407742832890868120e-11
2.195063779244101303e-06,2.362332373037006206e-03,2.362332387125393347e-03,0.000000000000000000e+00,9.763766761287456797e-02,9.763766761287460960e-02,1.408842520129449448e-11
2.222169926340583102e-06,2.334187666136639926e-03,2.334187680270107326e-03,0.000000000000000000e+00,9.766581231972985833e-02,9.766581231972989996e-02,1.413350539796098827e-11
2.230058119569527859e-06,2.326123050434560861e-03,2.326123064581046059e-03,0.000000000000000000e+00,9.767387693541891569e-02,9.767387693541895732e-02,1.414652327363597236e-11
2.255839167648773403e-06,2.300150622039746039e-03,2.300150636228466116e-03,0.000000000000000000e+00,9.769984936377150431e-02,9.769984936377154594e-02,1.418875780001844370e-11
2.284449781022443142e-06,2.271999146694385179e-03,2.271999160929426276e-03,0.000000000000000000e+00,9.772800083907054458e-02,9.772800083907058621e-02,1.423507881945059965e-11
2.289508408956964126e-06,2.267093200477845669e-03,2.267093214721017415e-03,0.000000000000000000e+00,9.773290678527894737e-02,9.773290678527898900e-02,1.424320981257612823e-11
2.299349955005647382e-06,2.257609000181587649e-03,2.257609014440528031e-03,0.000000000000000000e+00,9.774239098555943805e-02,9.774239098555947969e-02,1.425897851305359289e-11
2.323177650265154850e-06,2.234973193953695893e-03,2.234973208250542586e-03,0.000000000000000000e+00,9.776502679174942090e-02,9.776502679174946253e-02,1.429688450186365543e-11
2.338841442475358424e-06,2.220337377435732586e-03,2.220337391757291716e-03,0.000000000000000000e+00,9.777966260824266786e-02,9.777966260824270950e-02,1.432159707142884704e-11
2.356846891573345574e-06,2.203747876379243305e-03,2.203747890729010773e-03,0.000000000000000000e+00,9.779625210927095358e-02,9.779625210927099521e-02,1.434980521059546782e-11
2.390516132881536297e-06,2.173381962180589815e-03,2.173381976582544270e-03,0.000000000000000000e+00,9.782661802341742485e-02,9.782661802341746649e-02,1.440199210613412556e-11
2.393233103928273707e-06,2.170968034296544887e-03,2.170968048702679159e-03,0.000000000000000000e+00,9.782903195129728779e-02,9.782903195129732943e-02,1.440617195902025323e-11
2.408590705006814128e-06,2.157423735932753866e-03,2.157423750362427468e-03,0.000000000000000000e+00,9.784257624963753341e-02,9.784257624963757505e-02,1.442971144435065080e-11
2.424185374189727021e-06,2.143842542044078862e-03,2.143842556497505165e-03,0.000000000000000000e+00,9.785615744350245615e-02,9.785615744350249778e-02,1.445346434877680079e-11
2.447624765381189413e-06,2.123748698920474402e-03,2.123748713409322458e-03,0.000000000000000000e+00,9.787625128659063756e-02,9.787625128659067919e-02,1.448888582023094237e-11
2.457854615497917321e-06,2.115096706656052154e-03,2.115096721160255547e-03,0.000000000000000000e+00,9.788490327883971054e-02,9.788490327883975217e-02,1.450424109882066565e-11
2.491523856806108045e-06,2.087112085572749749e-03,2.087112100127053258e-03,0.000000000000000000e+00,9.791288789987290242e-02,9.791288789987294405e-02,1.455434127099432001e-11
2.502016426834104696e-06,2.078542936247263807e-03,2.078542950817044953e-03,0.000000000000000000e+00,9.792145704918291116e-02,9.792145704918295279e-02,1.456981838713139581e-11
2.523021418125530076e-06,2.061596267747844036e-03,2.061596282348419126e-03,0.000000000000000000e+00,9.793840371765154262e-02,9.793840371765158426e-02,1.460061272608034057e-11
2.525193098114298768e-06,2.059859810112073600e-03,2.059859824715818463e-03,0.000000000000000000e+00,9.794014017528414329e-02,9.794014017528418492e-02,1.460378223329470371e-11
2.556408088287019978e-06,2.035218506853955604e-03,2.035218521502965908e-03,0.000000000000000000e+00,9.796478147849699281e-02,9.796478147849703444e-02,1.464904764164689463e-11
2.558862339422489492e-06,2.033306011265655425e-03,2.033306025918201528e-03,0.000000000000000000e+00,9.796669397408175328e-02,9.796669397408179492e-02,1.465258363401670188e-11
2.592531580730680216e-06,2.007427119120083585e-03,2.007427133820806429e-03,0.000000000000000000e+00,9.799257286617915619e-02,9.799257286617919782e-02,1.470076039028349172e-11
2.610799749739935261e-06,1.993659895257991494e-03,1.993659909984597713e-03,0.000000000000000000e+00,9.800634009001536751e-02,9.800634009001540914e-02,1.472664389602165402e-11
2.626200822038870939e-06,1.982199563761948610e-03,1.982199578510238439e-03,0.000000000000000000e+00,9.801780042148972028e-02,9.801780042148976191e-02,1.474832741921826334e-11
2.642888666425436170e-06,1.969929912630586158e-03,1.969929927402230569e-03,0.000000000000000000e+00,9.803007007259773031e-02,9.803007007259777195e-02,1.477168217596042491e-11
2.659870063347061239e-06,1.957599775277839294e-03,1.957599790073101097e-03,0.000000000000000000e+00,9.804240020992685545e-02,9.804240020992689708e-02,1.479529963794419717e-11
2.665191411192850544e-06,1.953767731532236179e-03,1.953767746334868823e-03,0.000000000000000000e+00,9.804623225366508599e-02,9.804623225366512762e-02,1.480267004032310644e-11
2.678825359729952943e-06,1.944017788430161143e-03,1.944017803251611633e-03,0.000000000000000000e+00,9.805598219674835359e-02,9.805598219674839522e-02,1.482148822728818420e-11
2.692459308267055765e-06,1.934364742432082875e-03,1.934364757272257970e-03,0.000000000000000000e+00,9.806563524272769727e-02,9.806563524272773891e-02,1.484021270358269107e-11
2.693539304655251963e-06,1.933604183754345082e-03,1.933604198595999246e-03,0.000000000000000000e+00,9.806639580140395773e-02,9.806639580140399937e-02,1.484169196358447686e-11
2.706093256804158164e-06,1.924807028506990989e-03,1.924807043365797882e-03,0.000000000000000000e+00,9.807519295663416625e-02,9.807519295663420789e-02,1.485884445969649010e-11
2.719727205341260563e-06,1.915343081623874667e-03,1.915343096501221417e-03,0.000000000000000000e+00,9.808465690349874033e-02,9.808465690349878197e-02,1.487738448611945084e-11
2.727208545963442687e-06,1.910189759500194578e-03,1.910189774387676016e-03,0.000000000000000000e+00,9.808981022561227836e-02,9.808981022561231999e-02,1.488751904616303288e-11
2.733361153878363385e-06,1.905972613274481463e-03,1.905972628170276781e-03,0.000000000000000000e+00,9.809402737182967846e-02,9.809402737182972010e-02,1.489583314460416692e-11
2.746995102415465784e-06,1.896693060447087950e-03,1.896693075361242063e-03,0.000000000000000000e+00,9.810330692463871405e-02,9.810330692463875568e-02,1.491419192986118434e-11
2.760629050952568183e-06,1.887502838346941233e-03,1.887502853279365454e-03,0.000000000000000000e+00,9.811249714672058697e-02,9.811249714672062860e-02,1.493246184318619808e-11
2.760877787271633410e-06,1.887335995647202239e-03,1.887336010579958876e-03,0.000000000000000000e+00,9.811266398942000699e-02,9.811266398942003475e-02,1.493279433689527433e-11
2.768450736462395565e-06,1.882270373690058188e-03,1.882270388632923709e-03,0.000000000000000000e+00,9.811772961136704108e-02,9.811772961136708271e-02,1.494290332486132807e-11
2.774262999489670582e-06,1.878400827758716510e-03,1.878400842709322368e-03,0.000000000000000000e+00,9.812159915729064263e-02,9.812159915729068427e-02,1.495064365474044838e-11
2.787896948026773404e-06,1.869385909467087895e-03,1.869385924435788219e-03,0.000000000000000000e+00,9.813061407556417093e-02,9.813061407556421256e-02,1.496873813468517872e-11
2.794547028579824134e-06,1.865020065585983261e-03,1.865020080563477983e-03,0.000000000000000000e+00,9.813497991943648247e-02,9.813497991943652410e-02,1.497753242425679042e-11
2.801530896563875803e-06,1.860456964256730801e-03,1.860456979243439290e-03,0.000000000000000000e+00,9.813954302075651726e-02,9.813954302075655889e-02,1.498674605318163580e-11
2.815164845100978202e-06,1.851612872912319994e-03,1.851612887916950561e-03,0.000000000000000000e+00,9.814838711208301314e-02,9.814838711208305477e-02,1.500466818039105662e-11
2.828216269888014858e-06,1.843225113542996171e-03,1.843225128564703356e-03,0.000000000000000000e+00,9.815677487143525948e-02,9.815677487143530111e-02,1.502174490714478806e-11
2.828798793638081024e-06,1.842852516218529803e-03,1.842852531240997448e-03,0.000000000000000000e+00,9.815714746875896235e-02,9.815714746875900398e-02,1.502250528647469436e-11
2.842432742175183423e-06,1.834174774960035644e-03,1.834174790000256015e-03,0.000000000000000000e+00,9.816582520999969641e-02,9.816582520999973804e-02,1.504025814159378280e-11
2.856066690712285822e-06,1.825578529921512063e-03,1.825578544979401677e-03,0.000000000000000000e+00,9.817442145502056072e-02,9.817442145502060236e-02,1.505792751590956863e-11
2.861885511196205158e-06,1.821934283744699491e-03,1.821934298810105228e-03,0.000000000000000000e+00,9.817806570118985110e-02,9.817806570118989273e-02,1.506544338445647417e-11
2.869700639249388645e-06,1.817062661887633174e-03,1.817062676963109849e-03,0.000000000000000000e+00,9.818293732303684518e-02,9.818293732303688681e-02,1.507551417958329856e-11
2.883334587786491044e-06,1.808626051643075043e-03,1.808626066736056161e-03,0.000000000000000000e+00,9.819137393326390906e-02,9.819137393326395069e-02,1.509301890277621283e-11
2.895554752504395882e-06,1.801130720417551097e-03,1.801130735526152967e-03,0.000000000000000000e+00,9.819886926447381204e-02,9.819886926447385367e-02,1.510863945508905243e-11
2.896968536323593442e-06,1.800267579972511349e-03,1.800267595082916247e-03,0.000000000000000000e+00,9.819973240491704225e-02,9.819973240491708388e-02,1.511044245564955491e-11
2.899978185833055777e-06,1.798432891311299705e-03,1.798432906425539860e-03,0.000000000000000000e+00,9.820156709357441560e-02,9.820156709357445723e-02,1.511427778800653789e-11
2.910602484860696265e-06,1.791986127660617507e-03,1.791986142788365302e-03,0.000000000000000000e+00,9.820801385721159016e-02,9.820801385721163179e-02,1.512778560836456505e-11
2.924236433397798664e-06,1.783780575492068064e-03,1.783780590637079611e-03,0.000000000000000000e+00,9.821621940936288431e-02,9.821621940936292594e-02,1.514504913108249318e-11
2.929223993812586605e-06,1.780797567788009947e-03,1.780797582939317022e-03,0.000000000000000000e+00,9.821920241706064147e-02,9.821920241706068311e-02,1.515134471793973301e-11
2.937870381934901063e-06,1.775649804251538001e-03,1.775649819413734152e-03,0.000000000000000000e+00,9.822435018058622846e-02,9.822435018058627010e-02,1.516223379396457953e-11
2.951504330472003461e-06,1.767592694723701865e-03,1.767592709903004558e-03,0.000000000000000000e+00,9.823240729009695416e-02,9.823240729009699579e-02,1.517934036717206436e-11
2.962893235120777329e-06,1.760918458824123215e-03,1.760918474017656062e-03,0.000000000000000000e+00,9.823908152598230525e-02,9.823908152598234689e-02,1.519357051193945806e-11
2.965138279009106284e-06,1.759608799992246455e-03,1.759608815188578061e-03,0.000000000000000000e+00,9.824039118481138477e-02,9.824039118481142641e-02,1.519636926382008391e-11
2.978772227546208683e-06,1.751696709120760878e-03,1.751696724334044636e-03,0.000000000000000000e+00,9.824830327566591581e-02,9.824830327566595745e-02,1.521332141799557559e-11
2.992406176083311082e-06,1.743855030968647669e-03,1.743855046198807901e-03,0.000000000000000000e+00,9.825614495380115276e-02,9.825614495380119440e-02,1.523019774552041125e-11
2.996562476428968052e-06,1.741478379436903635e-03,1.741478394672193661e-03,0.000000000000000000e+00,9.825852160532777546e-02,9.825852160532781709e-02,1.523532749504448499e-11
3.006040124620413904e-06,1.736082944100389132e-03,1.736082959347350378e-03,0.000000000000000000e+00,9.826391704065261246e-02,9.826391704065265409e-02,1.524699885703565266e-11
3.019674073157516303e-06,1.728379627080467787e-03,1.728379642344155453e-03,0.000000000000000000e+00,9.827162035765581172e-02,9.827162035765585335e-02,1.526372536318236804e-11
3.030231717737158776e-06,1.722461175666863869e-03,1.722461190943453324e-03,0.000000000000000000e+00,9.827753880905651385e-02,9.827753880905655548e-02,1.527662690822295636e-11
3.033308021694618702e-06,1.720744258473365937e-03,1.720744273753706298e-03,0.000000000000000000e+00,9.827925572624625350e-02,9.827925572624629513e-02,1.528037787460162241e-11
3.037754426164705572e-06,1.718268711059807831e-03,1.718268726345563132e-03,0.000000000000000000e+00,9.828173127365440187e-02,9.828173127365444350e-02,1.528579281672377368e-11
3.046941970231721101e-06,1.713176016843565887e-03,1.713176032140485434e-03,0.000000000000000000e+00,9.828682396785948239e-02,9.828682396785952402e-02,1.529695700193448077e-11
3.060575918768823923e-06,1.705674080755549939e-03,1.705674096068975597e-03,0.000000000000000000e+00,9.829432590393098745e-02,9.829432590393102909e-02,1.531346335582200813e-11
3.063900959045349076e-06,1.703854476408325856e-03,1.703854491725766314e-03,0.000000000000000000e+00,9.829614550827420194e-02,9.829614550827424357e-02,1.531747794794250607e-11
3.074209867305926322e-06,1.698237628773800398e-03,1.698237644103660392e-03,0.000000000000000000e+00,9.830176235589629941e-02,9.830176235589634104e-02,1.532989754690527271e-11
3.087843815843028721e-06,1.690865839462799784e-03,1.690865854809022340e-03,0.000000000000000000e+00,9.830913414519094895e-02,9.830913414519099058e-02,1.534626018582533952e-11
3.097570200353539800e-06,1.685645910555610884e-03,1.685645925913463244e-03,0.000000000000000000e+00,9.831435407408650740e-02,9.831435407408654903e-02,1.535788981067078095e-11
3.101477764380131543e-06,1.683557891387029966e-03,1.683557906749544395e-03,0.000000000000000000e+00,9.831644209325042516e-02,9.831644209325046679e-02,1.536255188322327356e-11
3.115111712917233942e-06,1.676312963110973900e-03,1.676312978489709511e-03,0.000000000000000000e+00,9.832368702151025874e-02,9.832368702151030038e-02,1.537877324974013985e-11
3.128745661454336341e-06,1.669130233199113671e-03,1.669130248594001076e-03,0.000000000000000000e+00,9.833086975140596653e-02,9.833086975140600816e-02,1.539492489601700660e-11
3.131239441661730524e-06,1.667823107003041112e-03,1.667823122400875161e-03,0.000000000000000000e+00,9.833217687759908399e-02,9.833217687759912562e-02,1.539787169287541490e-11
3.142379609991439163e-06,1.662008880215931367e-03,1.662008895626901177e-03,0.000000000000000000e+00,9.833799110437306534e-02,9.833799110437310698e-02,1.541100743269493884e-11
3.156013558528541562e-06,1.654948082725909726e-03,1.654948098152893635e-03,0.000000000000000000e+00,9.834505190184707202e-02,9.834505190184711365e-02,1.542702147041499832e-11
3.164908682969921247e-06,1.650373694644938260e-03,1.650373710082333328e-03,0.000000000000000000e+00,9.834962628991762712e-02,9.834962628991766875e-02,1.543743279102405152e-11
3.169647507065643961e-06,1.647947019293530832e-03,1.647947034736460753e-03,0.000000000000000000e+00,9.835205296526350338e-02,9.835205296526354501e-02,1.544296761981825976e-11
3.182076333802632336e-06,1.641616141445234036e-03,1.641616156902641959e-03,0.000000000000000000e+00,9.835838384309732174e-02,9.835838384309736337e-02,1.545744563305280888e-11
3.183281455602746784e-06,1.641004868483276992e-03,1.641004883942085704e-03,0.000000000000000000e+00,9.835899511605787626e-02,9.835899511605791790e-02,1.545884649154577845e-11
3.196915404139849183e-06,1.634121461587581840e-03,1.634121477062202557e-03,0.000000000000000000e+00,9.836587852293776635e-02,9.836587852293780798e-02,1.547465832034375758e-11
3.198577924278111971e-06,1.633286142842746164e-03,1.633286158319290473e-03,0.000000000000000000e+00,9.836671384168067800e-02,9.836671384168071963e-02,1.547658181796916969e-11
3.210549352676951581e-06,1.627296060498051311e-03,1.627296075988417462e-03,0.000000000000000000e+00,9.837270392401155361e-02,9.837270392401159524e-02,1.549040367746350301e-11
3.224183301214054404e-06,1.620526909725695120e-03,1.620526925231741220e-03,0.000000000000000000e+00,9.837947307476822834e-02,9.837947307476826997e-02,1.550608371454322237e-11
3.232247165586302695e-06,1.616549497009444345e-03,1.616549512524733919e-03,0.000000000000000000e+00,9.838345048747523802e-02,9.838345048747527966e-02,1.551532719929627840e-11
3.237817249751156803e-06,1.613813420317349468e-03,1.613813435839010898e-03,0.000000000000000000e+00,9.838618656416095454e-02,9.838618656416099617e-02,1.552169890753387071e-11
3.251451198288259202e-06,1.607155003319850122e-03,1.607155018857062264e-03,0.000000000000000000e+00,9.839284498114291011e-02,9.839284498114295174e-02,1.553724973238641278e-11
3.265085146825362024e-06,1.600551069780032634e-03,1.600551085332731736e-03,0.000000000000000000e+00,9.839944891466723131e-02,9.839944891466727295e-02,1.555273666505181980e-11
3.265916406894492995e-06,1.600150177915637788e-03,1.600150193469279062e-03,0.000000000000000000e+00,9.839984980653068702e-02,9.839984980653072866e-02,1.555367884539457800e-11
3.278719095362464423e-06,1.594001030744733203e-03,1.594001046312855732e-03,0.000000000000000000e+00,9.840599895368710992e-02,9.840599895368715155e-02,1.556816018148105327e-11
3.292353043899566822e-06,1.587504297260787598e-03,1.587504312844270670e-03,0.000000000000000000e+00,9.841249568715569607e-02,9.841249568715573770e-02,1.558352075762507150e-11
3.299585648202683718e-06,1.584079315721056459e-03,1.584079331312662807e-03,0.000000000000000000e+00,9.841592066868730393e-02,9.841592066868734556e-02,1.559164392425176287e-11
3.305986992436669221e-06,1.581060280375031586e-03,1.581060295973812967e-03,0.000000000000000000e+00,9.841893970402615377e-02,9.841893970402619540e-02,1.559881886943484892e-11
3.319620940973771620e-06,1.574668391134301151e-03,1.574668406748318608e-03,0.000000000000000000e+00,9.842533159325164704e-02,9.842533159325168868e-02,1.561405499286134059e-11
3.333254889510873595e-06,1.568328040585432277e-03,1.568328056214624228e-03,0.000000000000000000e+00,9.843167194378533991e-02,9.843167194378538154e-02,1.562922960385551449e-11
3.333254889510874442e-06,1.568328040585431843e-03,1.568328056214624011e-03,0.000000000000000000e+00,9.843167194378533991e-02,9.843167194378538154e-02,1.562922960385551772e-11
