# t,Benzaldehyde(dcm),NButylamine(dcm),A_N(dcm),A_N_N(dcm),Water(dcm),A_N_W(dcm),A_N_N_W(dcm),A_N_W_W(dcm),TS1_#(dcm),Hemiaminal(dcm),TS2_#(dcm),I_W(dcm),TS1N_#(dcm),Int_N(dcm),TS2N_#(dcm),I_N_W(dcm),TS1W_#(dcm),Int_W(dcm),TS2W_#(dcm),I_W_W(dcm),TS1NW_#(dcm),Int_N_W(dcm),TS2NW_#(dcm),I_N_W_W(dcm),TS1WW_#(dcm),Int_W_W(dcm),TS2WW_#(dcm),I_W_W_W(dcm),Imine(dcm)
4.524900874166631866e+02,5.904888555555932311e-02,5.904840422177375092e-02,4.281956660345405375e-05,1.379188244552948263e-08,9.217044155896089740e-05,9.290910076056893680e-11,8.907626429934523717e-14,1.705082278526150417e-14,0.000000000000000000e+00,5.155661656335407194e-10,0.000000000000000000e+00,2.887763995611210036e-09,0.000000000000000000e+00,8.322751757691443561e-09,0.000000000000000000e+00,4.401114912692385250e-07,0.000000000000000000e+00,1.550258479252855646e-11,0.000000000000000000e+00,9.078097222502905890e-04,0.000000000000000000e+00,6.173550517935664496e-14,0.000000000000000000e+00,1.910750936004130398e-08,0.000000000000000000e+00,2.979862938294851818e-18,0.000000000000000000e+00,3.100423916863773473e-10,9.237605503875846810e-116
4.528242588859375246e+02,5.904862798075327657e-02,5.904814670650875008e-02,4.281919306621313379e-05,1.379170199004233161e-08,9.191249813581122904e-05,9.264828235555439831e-11,8.882581789579096381e-14,1.695537479059810090e-14,0.000000000000000000e+00,5.159426921137133013e-10,0.000000000000000000e+00,2.896649383968874255e-09,0.000000000000000000e+00,8.322642853826574525e-09,0.000000000000000000e+00,4.401057113983845768e-07,0.000000000000000000e+00,1.545906528300043109e-11,0.000000000000000000e+00,9.080677229045084221e-04,0.000000000000000000e+00,6.156192992753499551e-14,0.000000000000000000e+00,1.905403796586347236e-08,0.000000000000000000e+00,2.963182104448830869e-18,0.000000000000000000e+00,3.083150311255096222e-10,9.292117324994178887e-116
4.528242624833898162e+02,5.904862797798209745e-02,5.904814670373820934e-02,4.281919306219435548e-05,1.379170198810086592e-08,9.191249536066590825e-05,9.264827954950235559e-11,8.882581520133929125e-14,1.695537376514609404e-14,0.000000000000000000e+00,5.159426961671118188e-10,0.000000000000000000e+00,2.896649479826536587e-09,0.000000000000000000e+00,8.322642852654911237e-09,0.000000000000000000e+00,4.401057113362007118e-07,0.000000000000000000e+00,1.545906481478957628e-11,0.000000000000000000e+00,9.080677256802693800e-04,0.000000000000000000e+00,6.156192806010899060e-14,0.000000000000000000e+00,1.905403739058640183e-08,0.000000000000000000e+00,2.963181925237160321e-18,0.000000000000000000e+00,3.083150125673849127e-10,9.292117913968119900e-116
4.623616390960293074e+02,5.904140730513102869e-02,5.904092769942149294e-02,4.280872224226976876e-05,1.378664386517735912e-08,8.468150922506562268e-05,8.533854666161994789e-11,8.180765452864545480e-14,1.438905548914456592e-14,0.000000000000000000e+00,5.266875315284835952e-10,0.000000000000000000e+00,3.167104029863659454e-09,0.000000000000000000e+00,8.319590304206073936e-09,0.000000000000000000e+00,4.399437032654090852e-07,0.000000000000000000e+00,1.423938098913913999e-11,0.000000000000000000e+00,9.153003116703729630e-04,0.000000000000000000e+00,5.669789731824569391e-14,0.000000000000000000e+00,1.755563366806792251e-08,0.000000000000000000e+00,2.514682939909812469e-18,0.000000000000000000e+00,2.618628386434971033e-10,1.102915283825642628e-115
4.623878011860451807e+02,5.904138784085697506e-02,5.904090823964362744e-02,4.280869401852404054e-05,1.378663023201010883e-08,8.466201720746698836e-05,8.531884718713513388e-11,8.178874313675270150e-14,1.438242257881096282e-14,0.000000000000000000e+00,5.267170022189787797e-10,0.000000000000000000e+00,3.167893195513952721e-09,0.000000000000000000e+00,8.319582076667341104e-09,0.000000000000000000e+00,4.399432666055257449e-07,0.000000000000000000e+00,1.423609398388612874e-11,0.000000000000000000e+00,9.153198079888145771e-04,0.000000000000000000e+00,5.668479052348465120e-14,0.000000000000000000e+00,1.755159602502435844e-08,0.000000000000000000e+00,2.513523748712752443e-18,0.000000000000000000e+00,2.617427545877513674e-10,1.103443737575951402e-115
4.639090909090908781e+02,5.904025920089038537e-02,5.903977986037558384e-02,4.280705747461155543e-05,1.378583972527686143e-08,8.353176909990264428e-05,8.417661378410857169e-11,8.069222620978798851e-14,1.400042281999986738e-14,0.000000000000000000e+00,5.284306491796075465e-10,0.000000000000000000e+00,3.214252928981637851e-09,0.000000000000000000e+00,8.319105010361617029e-09,0.000000000000000000e+00,4.399179472883278996e-07,0.000000000000000000e+00,1.404550376287532314e-11,0.000000000000000000e+00,9.164503053737517533e-04,0.000000000000000000e+00,5.592483470451443674e-14,0.000000000000000000e+00,1.731748622368209321e-08,0.000000000000000000e+00,2.446764100922915097e-18,0.000000000000000000e+00,2.548266910212907209e-10,1.134701567520341034e-115
4.662268877296008327e+02,5.903855160091445869e-02,5.903807265477557104e-02,4.280458148981207016e-05,1.378464376850416310e-08,8.182173886578615531e-05,8.244861546467932560e-11,7.903346803590213178e-14,1.343224771288089490e-14,0.000000000000000000e+00,5.310413909334876387e-10,0.000000000000000000e+00,3.287303574329457941e-09,0.000000000000000000e+00,8.318383257276334971e-09,0.000000000000000000e+00,4.398796417434116616e-07,0.000000000000000000e+00,1.375717426670841513e-11,0.000000000000000000e+00,9.181607123537905433e-04,0.000000000000000000e+00,5.477521001974419655e-14,0.000000000000000000e+00,1.696333637950044523e-08,0.000000000000000000e+00,2.347467781594554464e-18,0.000000000000000000e+00,2.445387884661333499e-10,1.184976476723871209e-115
4.687832243858549077e+02,5.903668488456183944e-02,5.903620636947309180e-02,4.280187487170835514e-05,1.378333645029938706e-08,7.995237006048534377e-05,8.055983329793732976e-11,7.722047820672088703e-14,1.282467578129210993e-14,0.000000000000000000e+00,5.339206470957871223e-10,0.000000000000000000e+00,3.371554772052609353e-09,0.000000000000000000e+00,8.317594298213122935e-09,0.000000000000000000e+00,4.398377694104440620e-07,0.000000000000000000e+00,1.344201677820628399e-11,0.000000000000000000e+00,9.200304924517232379e-04,0.000000000000000000e+00,5.351869300980776621e-14,0.000000000000000000e+00,1.657625792064206735e-08,0.000000000000000000e+00,2.241286331935503551e-18,0.000000000000000000e+00,2.335358143504610477e-10,1.244424549870259230e-115
4.730578186628751496e+02,5.903360196420270878e-02,5.903312416083277697e-02,4.279740502367675783e-05,1.378117756837207081e-08,7.686507645659973540e-05,7.744100011526145500e-11,7.422704630118086297e-14,1.185212826256924886e-14,0.000000000000000000e+00,5.387348092117541406e-10,0.000000000000000000e+00,3.518336669601693846e-09,0.000000000000000000e+00,8.316291425341943718e-09,0.000000000000000000e+00,4.397686222716526287e-07,0.000000000000000000e+00,1.292161604056443130e-11,0.000000000000000000e+00,9.231184640370033827e-04,0.000000000000000000e+00,5.144405472622310452e-14,0.000000000000000000e+00,1.593715305972963157e-08,0.000000000000000000e+00,2.071320439781154478e-18,0.000000000000000000e+00,2.159206715574760430e-10,1.350938341115473607e-115
4.746113331495059811e+02,5.903249336270736947e-02,5.903201581521606151e-02,4.279579774755040440e-05,1.378040130121572606e-08,7.575490496390747453e-05,7.631964618029870055e-11,7.315085562489568656e-14,1.151180830164803999e-14,0.000000000000000000e+00,5.404842946465739343e-10,0.000000000000000000e+00,3.573808658376298963e-09,0.000000000000000000e+00,8.315822952570575053e-09,0.000000000000000000e+00,4.397437591247099540e-07,0.000000000000000000e+00,1.273450971563672650e-11,0.000000000000000000e+00,9.242288789392629801e-04,0.000000000000000000e+00,5.069818628895757182e-14,0.000000000000000000e+00,1.570738414810243658e-08,0.000000000000000000e+00,2.011844902943697554e-18,0.000000000000000000e+00,2.097558253161881041e-10,1.392309556812996210e-115
4.936255499090871126e+02,5.901941998618571994e-02,5.901894545412387366e-02,4.277684593875746399e-05,1.377124923278581450e-08,6.266315891295745220e-05,6.310236932164806772e-11,6.046894758553893658e-14,7.873238980832279320e-15,0.000000000000000000e+00,5.618918965535095808e-10,0.000000000000000000e+00,4.376533002514152717e-09,0.000000000000000000e+00,8.310299732156263373e-09,0.000000000000000000e+00,4.394506274694097567e-07,0.000000000000000000e+00,1.052910781616791564e-11,0.000000000000000000e+00,9.373234799443954214e-04,0.000000000000000000e+00,4.190881918221222731e-14,0.000000000000000000e+00,1.299978309985927105e-08,0.000000000000000000e+00,1.375955479674762462e-18,0.000000000000000000e+00,1.438049722928643925e-10,2.063397428452769005e-115
4.970454545454545041e+02,5.901716295014335784e-02,5.901668893828956874e-02,4.277357445332917593e-05,1.376966959617227047e-08,6.040298593034480724e-05,6.082170805234431894e-11,5.828123161392721732e-14,7.314998300858490751e-15,0.000000000000000000e+00,5.657412858777049995e-10,0.000000000000000000e+00,4.550228869670393387e-09,0.000000000000000000e+00,8.309346430650398129e-09,0.000000000000000000e+00,4.394000334592038687e-07,0.000000000000000000e+00,1.014856235675454430e-11,0.000000000000000000e+00,9.395841429230507085e-04,0.000000000000000000e+00,4.039259317428016098e-14,0.000000000000000000e+00,1.253270570307512759e-08,0.000000000000000000e+00,1.278395336459759839e-18,0.000000000000000000e+00,1.336786624997363467e-10,2.226391950516093018e-115
4.981066847745312316e+02,5.901646825087779324e-02,5.901599439911722061e-02,4.277256753909660020e-05,1.376918341982427142e-08,5.970732374164400985e-05,6.011980983960074995e-11,5.760797188627202405e-14,7.147316534059379000e-15,0.000000000000000000e+00,5.669357297824037418e-10,0.000000000000000000e+00,4.606334419106919146e-09,0.000000000000000000e+00,8.309053026056821768e-09,0.000000000000000000e+00,4.393844617805726150e-07,0.000000000000000000e+00,1.003144536905690742e-11,0.000000000000000000e+00,9.402799557574537852e-04,0.000000000000000000e+00,3.992598145575402335e-14,0.000000000000000000e+00,1.238896488196173329e-08,0.000000000000000000e+00,1.249090669547522970e-18,0.000000000000000000e+00,1.306364670276176835e-10,2.280375894273812013e-115
4.981066887317287524e+02,5.901646824829233362e-02,5.901599439653235774e-02,4.277256753534919092e-05,1.376918341801489158e-08,5.970732115260348274e-05,6.011980722741301115e-11,5.760796938069478106e-14,7.147315913622460611e-15,0.000000000000000000e+00,5.669357342362864057e-10,0.000000000000000000e+00,4.606334630336125982e-09,0.000000000000000000e+00,8.309053024964872222e-09,0.000000000000000000e+00,4.393844617226202619e-07,0.000000000000000000e+00,1.003144493319376633e-11,0.000000000000000000e+00,9.402799583470548448e-04,0.000000000000000000e+00,3.992597971922998778e-14,0.000000000000000000e+00,1.238896434702160420e-08,0.000000000000000000e+00,1.249090561117742212e-18,0.000000000000000000e+00,1.306364557707893866e-10,2.280376098719447460e-115
4.995908769994799741e+02,5.901550115358693976e-02,5.901502752467557150e-02,4.277116582415903153e-05,1.376850662824702740e-08,5.873888812479747883e-05,5.914274788951954591e-11,5.667080178208804289e-14,6.917126242916211626e-15,0.000000000000000000e+00,5.686061820258579709e-10,0.000000000000000000e+00,4.686638108451494233e-09,0.000000000000000000e+00,8.308644586285946992e-09,0.000000000000000000e+00,4.393627849204134486e-07,0.000000000000000000e+00,9.868415245447261072e-12,0.000000000000000000e+00,9.412486009552882430e-04,0.000000000000000000e+00,3.927646309768025695e-14,0.000000000000000000e+00,1.218887935878287263e-08,0.000000000000000000e+00,1.208861788750549000e-18,0.000000000000000000e+00,1.264598041548061395e-10,2.358747291035712178e-115
5.137351545511436370e+02,5.900654155119304523e-02,5.900606998584816132e-02,4.275818082909799898e-05,1.376223759522434624e-08,4.976703163393012138e-05,5.009401218363654609e-11,4.799296524301828459e-14,4.963909611747972099e-15,0.000000000000000000e+00,5.845228102152571799e-10,0.000000000000000000e+00,5.576995325290931656e-09,0.000000000000000000e+00,8.304861261567662802e-09,0.000000000000000000e+00,4.391619954251594069e-07,0.000000000000000000e+00,8.358565741686006014e-12,0.000000000000000000e+00,9.502223916615990104e-04,0.000000000000000000e+00,3.326217165232448947e-14,0.000000000000000000e+00,1.033616940656373286e-08,0.000000000000000000e+00,8.675106455887504148e-19,0.000000000000000000e+00,9.099564980381447735e-11,3.316549775028066868e-115
5.137642235400502386e+02,5.900652360711906852e-02,5.900605204590521347e-02,4.275815482504300379e-05,1.376222504166662767e-08,4.974906333527712794e-05,5.007589542203161198e-11,4.797559370644013655e-14,4.960322820675297666e-15,0.000000000000000000e+00,5.845555167636967932e-10,0.000000000000000000e+00,5.579099025123326422e-09,0.000000000000000000e+00,8.304853685569386150e-09,0.000000000000000000e+00,4.391615933508353603e-07,0.000000000000000000e+00,8.355542823965179861e-12,0.000000000000000000e+00,9.502403638205701155e-04,0.000000000000000000e+00,3.325013207502161736e-14,0.000000000000000000e+00,1.033246060929975908e-08,0.000000000000000000e+00,8.668838051178005451e-19,0.000000000000000000e+00,9.093047752656187844e-11,3.319011105509361437e-115
5.141932811552990188e+02,5.900625897297776673e-02,5.900578747268633156e-02,4.275777132549289444e-05,1.376203990622452640e-08,4.948407210848049839e-05,4.980871726191702454e-11,4.771940702577252462e-14,4.907576641815075637e-15,0.000000000000000000e+00,5.850382623624895388e-10,0.000000000000000000e+00,5.610298366202987799e-09,0.000000000000000000e+00,8.304741957418685343e-09,0.000000000000000000e+00,4.391556637009013544e-07,0.000000000000000000e+00,8.310962141587351420e-12,0.000000000000000000e+00,9.505054119719872664e-04,0.000000000000000000e+00,3.307257844687898796e-14,0.000000000000000000e+00,1.027776513808907716e-08,0.000000000000000000e+00,8.576656937397919845e-19,0.000000000000000000e+00,8.997205185356755967e-11,3.355616954849461816e-115
5.245704208494539671e+02,5.899998241100484764e-02,5.899951235519215742e-02,4.274867603139087215e-05,1.375764937165635745e-08,4.319915089298696602e-05,4.347333024162710442e-11,4.164532384649468605e-14,3.739331352973659811e-15,0.000000000000000000e+00,5.967125915208087365e-10,0.000000000000000000e+00,6.461096884003649817e-09,0.000000000000000000e+00,8.302092295700353360e-09,0.000000000000000000e+00,4.390150407498578635e-07,0.000000000000000000e+00,7.253855242013552643e-12,0.000000000000000000e+00,9.567916798792304098e-04,0.000000000000000000e+00,2.886285332259043009e-14,0.000000000000000000e+00,8.980959826826413469e-09,0.000000000000000000e+00,6.534989574539939955e-19,0.000000000000000000e+00,6.873138972526158119e-11,4.431821720185781740e-115
5.301818181818181301e+02,5.899668549757475233e-02,5.899621620014178919e-02,4.274389889931803834e-05,1.375534351296844672e-08,3.989795235044735791e-05,4.014670257515314357e-11,3.845641956669836497e-14,3.189311832361508975e-15,0.000000000000000000e+00,6.030244176526999543e-10,0.000000000000000000e+00,7.014343848752936287e-09,0.000000000000000000e+00,8.300700723640330462e-09,0.000000000000000000e+00,4.389411873494402689e-07,0.000000000000000000e+00,6.698782434781062629e-12,0.000000000000000000e+00,9.600935831557174793e-04,0.000000000000000000e+00,2.665274027848344413e-14,0.000000000000000000e+00,8.300136324629969757e-09,0.000000000000000000e+00,5.573755735288376387e-19,0.000000000000000000e+00,5.872026697720619574e-11,5.214073872153210543e-115
5.347610124015110387e+02,5.899404429551804996e-02,5.899357560544768453e-02,4.274007206648549749e-05,1.375349644406808705e-08,3.725338695871482393e-05,3.748230168819889542e-11,3.590258205654825642e-14,2.780277209113255259e-15,0.000000000000000000e+00,6.081746803433419335e-10,0.000000000000000000e+00,7.527360757068840855e-09,0.000000000000000000e+00,8.299586028529691191e-09,0.000000000000000000e+00,4.388820284253433858e-07,0.000000000000000000e+00,6.254207138674346284e-12,0.000000000000000000e+00,9.627387118009823972e-04,0.000000000000000000e+00,2.488276880914466539e-14,0.000000000000000000e+00,7.754898738121667156e-09,0.000000000000000000e+00,4.858912158723623874e-19,0.000000000000000000e+00,5.126935309294306937e-11,5.996754791252427817e-115
5.357288619004773409e+02,5.899349164498229880e-02,5.899302308197656997e-02,4.273927135380047135e-05,1.375310998049544292e-08,3.670004193615722859e-05,3.692486660684219086e-11,3.536830745573128144e-14,2.698246036285260640e-15,0.000000000000000000e+00,6.092631709493668528e-10,0.000000000000000000e+00,7.644000584062122863e-09,0.000000000000000000e+00,8.299352800062232468e-09,0.000000000000000000e+00,4.388696505699773766e-07,0.000000000000000000e+00,6.161194909333209234e-12,0.000000000000000000e+00,9.632921745312876755e-04,0.000000000000000000e+00,2.451248260398109287e-14,0.000000000000000000e+00,7.640832554139624503e-09,0.000000000000000000e+00,4.715551539251379751e-19,0.000000000000000000e+00,4.977432916609783251e-11,6.182656232289265522e-115
5.359469410415849779e+02,5.899336738721362716e-02,5.899289885277605311e-02,4.273909132285030855e-05,1.375302308914649524e-08,3.657562849442965781e-05,3.679953643371764808e-11,3.524818591351893939e-14,2.679971590895422751e-15,0.000000000000000000e+00,6.095084305420104411e-10,0.000000000000000000e+00,7.670702441601770844e-09,0.000000000000000000e+00,8.299300361650141801e-09,0.000000000000000000e+00,4.388668675693524942e-07,0.000000000000000000e+00,6.140282628790079432e-12,0.000000000000000000e+00,9.634166144312950476e-04,0.000000000000000000e+00,2.442923075192570515e-14,0.000000000000000000e+00,7.615186933000273642e-09,0.000000000000000000e+00,4.683614463121862510e-19,0.000000000000000000e+00,4.944124102773913191e-11,6.225601934285075096e-115
5.433891106631249386e+02,5.898918527612909829e-02,5.898871770298176609e-02,4.273303228948933892e-05,1.375009882318050493e-08,3.238839556285694703e-05,3.258206520222109181e-11,3.120628411405127600e-14,2.101183265886358750e-15,0.000000000000000000e+00,6.178775466911632801e-10,0.000000000000000000e+00,8.687310605091677219e-09,0.000000000000000000e+00,8.297535584574952776e-09,0.000000000000000000e+00,4.387732077838579916e-07,0.000000000000000000e+00,5.436565883045321983e-12,0.000000000000000000e+00,9.676047363412119094e-04,0.000000000000000000e+00,2.162793629271576020e-14,0.000000000000000000e+00,6.752252364991619640e-09,0.000000000000000000e+00,3.672103229566096919e-19,0.000000000000000000e+00,3.888394759867832366e-11,7.973652363553612603e-115
5.433891149800676885e+02,5.898918527373574888e-02,5.898871770058897179e-02,4.273303228602198583e-05,1.375009882150712186e-08,3.238839316665582350e-05,3.258206278905746094e-11,3.120628180150902227e-14,2.101182954810320187e-15,0.000000000000000000e+00,6.178775515454526457e-10,0.000000000000000000e+00,8.687311261043421432e-09,0.000000000000000000e+00,8.297535583565076090e-09,0.000000000000000000e+00,4.387732077302620877e-07,0.000000000000000000e+00,5.436565480390849083e-12,0.000000000000000000e+00,9.676047387379209342e-04,0.000000000000000000e+00,2.162793468997721723e-14,0.000000000000000000e+00,6.752251871270500184e-09,0.000000000000000000e+00,3.672102685918456115e-19,0.000000000000000000e+00,3.888394191992486477e-11,7.973653562795250383e-115
5.495499646994279601e+02,5.898580747724756906e-02,5.898534068019187920e-02,4.272813885529277788e-05,1.374773726053685978e-08,2.900667053578286341e-05,2.917679077734142132e-11,2.794318544639973784e-14,1.685121549631169241e-15,0.000000000000000000e+00,6.248048680360573676e-10,0.000000000000000000e+00,9.719494512530349978e-09,0.000000000000000000e+00,8.296110395651199600e-09,0.000000000000000000e+00,4.386975706762184340e-07,0.000000000000000000e+00,4.868370273596892000e-12,0.000000000000000000e+00,9.709871772121066212e-04,0.000000000000000000e+00,1.936640182922267516e-14,0.000000000000000000e+00,6.055590104143809052e-09,0.000000000000000000e+00,2.944978853233063055e-19,0.000000000000000000e+00,3.128308067800939577e-11,9.975821795374473657e-115
5.553287436477230585e+02,5.898270691282866268e-02,5.898224082790079481e-02,4.272364729857447278e-05,1.374556976218646365e-08,2.590273535451058755e-05,2.605192630822858627e-11,2.494911734779717525e-14,1.343634533142497305e-15,0.000000000000000000e+00,6.313018671492178044e-10,0.000000000000000000e+00,1.090043960447451888e-08,0.000000000000000000e+00,8.294802323409455195e-09,0.000000000000000000e+00,4.386281492612149155e-07,0.000000000000000000e+00,4.346963170938850662e-12,0.000000000000000000e+00,9.740917677689590404e-04,0.000000000000000000e+00,1.729132262362211779e-14,0.000000000000000000e+00,5.416364343136248672e-09,0.000000000000000000e+00,2.348183896635918496e-19,0.000000000000000000e+00,2.503418247659190069e-11,1.254989264033397751e-114
5.633181818181817562e+02,5.897852564590451430e-02,5.897806052088122586e-02,4.271759058230245414e-05,1.374264714232840793e-08,2.171744655778787449e-05,2.183945583609485474e-11,2.091346407888686726e-14,9.443783354981748107e-16,0.000000000000000000e+00,6.402831686426828928e-10,0.000000000000000000e+00,1.301727087656342092e-08,0.000000000000000000e+00,8.293038539940368803e-09,0.000000000000000000e+00,4.385345427401367097e-07,0.000000000000000000e+00,3.644080839196875842e-12,0.000000000000000000e+00,9.782779377407902367e-04,0.000000000000000000e+00,1.449435879258682887e-14,0.000000000000000000e+00,4.554759516925978497e-09,0.000000000000000000e+00,1.650429447286662338e-19,0.000000000000000000e+00,1.771053358078303101e-11,1.792975490869289935e-114
5.651086700062579666e+02,5.897760505745285042e-02,5.897714014369830060e-02,4.271625713429375205e-05,1.374200372549159494e-08,2.079608477399995582e-05,2.091227042676538110e-11,2.002527369613892958e-14,8.659207358686447620e-16,0.000000000000000000e+00,6.422957667760656520e-10,0.000000000000000000e+00,1.359557101293424473e-08,0.000000000000000000e+00,8.292650241768926292e-09,0.000000000000000000e+00,4.385139352307955215e-07,0.000000000000000000e+00,3.489372990923252848e-12,0.000000000000000000e+00,9.791994931207454508e-04,0.000000000000000000e+00,1.387878648988101995e-14,0.000000000000000000e+00,4.365131504835506227e-09,0.000000000000000000e+00,1.513314132481409645e-19,0.000000000000000000e+00,1.626823328795814731e-11,1.957256863705196645e-114
5.651406458940552966e+02,5.897758867101624003e-02,5.897712376102200865e-02,4.271623339916239226e-05,1.374199227288012833e-08,2.077968502639810969e-05,2.089576754540428279e-11,2.000946513406301685e-14,8.645550671544064385e-16,0.000000000000000000e+00,6.423317087002506495e-10,0.000000000000000000e+00,1.360631926485366198e-08,0.000000000000000000e+00,8.292643330187179561e-09,0.000000000000000000e+00,4.385135684239116671e-07,0.000000000000000000e+00,3.486619361239039469e-12,0.000000000000000000e+00,9.792158963129885332e-04,0.000000000000000000e+00,1.386783015309939460e-14,0.000000000000000000e+00,4.361756383282882201e-09,0.000000000000000000e+00,1.510927440859979141e-19,0.000000000000000000e+00,1.624311645046029484e-11,1.960380005574298301e-114
5.745295085494019531e+02,5.897285826209940074e-02,5.897239443721023072e-02,4.270938185696270374e-05,1.373868641814974299e-08,1.604632778306488663e-05,1.613340900353371582e-11,1.544783786360564118e-14,5.154620600016234975e-16,0.000000000000000000e+00,6.528842374441000957e-10,0.000000000000000000e+00,1.760372594481834328e-08,0.000000000000000000e+00,8.290648266918966099e-09,0.000000000000000000e+00,4.384076879287669086e-07,0.000000000000000000e+00,2.691984074917855811e-12,0.000000000000000000e+00,9.839502459127846389e-04,0.000000000000000000e+00,1.070633295877669922e-14,0.000000000000000000e+00,3.387840461113206991e-09,0.000000000000000000e+00,9.008399821615590327e-20,0.000000000000000000e+00,9.805553793754250130e-12,3.303353007597955831e-114
5.758964748939349647e+02,5.897218283172857983e-02,5.897171916169861861e-02,4.270840360585485818e-05,1.373821443565136613e-08,1.537067187694132392e-05,1.545373778833793424e-11,1.479687404771295047e-14,4.729564837571912953e-16,0.000000000000000000e+00,6.544204869609702878e-10,0.000000000000000000e+00,1.836999199194692605e-08,0.000000000000000000e+00,8.290363428357495248e-09,0.000000000000000000e+00,4.383925712240846365e-07,0.000000000000000000e+00,2.578575828453569245e-12,0.000000000000000000e+00,9.846260431717387008e-04,0.000000000000000000e+00,1.025517372202339181e-14,0.000000000000000000e+00,3.248855879391698137e-09,0.000000000000000000e+00,8.265557127514608667e-20,0.000000000000000000e+00,9.018562678578035801e-12,3.602677493468287256e-114
5.886715365517187593e+02,5.896602916117674176e-02,5.896556690064449352e-02,4.269949152972295545e-05,1.373391482300997433e-08,9.219894134789763908e-06,9.267836472842573823e-12,8.872932079763474274e-15,1.701365585320497798e-16,0.000000000000000000e+00,6.687759200740687119e-10,0.000000000000000000e+00,3.029947506741418900e-08,0.000000000000000000e+00,8.287768638546879775e-09,0.000000000000000000e+00,4.382548633657546055e-07,0.000000000000000000e+00,1.546411734846664164e-12,0.000000000000000000e+00,9.907781043265258183e-04,0.000000000000000000e+00,6.149505984006484066e-15,0.000000000000000000e+00,1.983970473277753583e-09,0.000000000000000000e+00,2.973367514434081598e-20,0.000000000000000000e+00,3.369298562231469799e-12,1.007511122397005175e-113
5.886715412284066815e+02,5.896602915897552338e-02,5.896556689844378168e-02,4.269949152653520455e-05,1.373391482147213142e-08,9.219891937333210368e-06,9.267834263297691844e-12,8.872929964008295744e-15,1.701364774193844876e-16,0.000000000000000000e+00,6.687759253287539225e-10,0.000000000000000000e+00,3.029948205775805864e-08,0.000000000000000000e+00,8.287768637618801325e-09,0.000000000000000000e+00,4.382548633165008572e-07,0.000000000000000000e+00,1.546411366167503408e-12,0.000000000000000000e+00,9.907781065244397611e-04,0.000000000000000000e+00,6.149504517653871867e-15,0.000000000000000000e+00,1.983970021462196634e-09,0.000000000000000000e+00,2.973366096880053263e-20,0.000000000000000000e+00,3.369297031502713668e-12,1.007511604636804613e-113
5.964545454545453822e+02,5.896241670992761336e-02,5.896195527440177553e-02,4.269426021610896334e-05,1.373139119487665137e-08,5.620472699483746424e-06,5.649055214699351904e-12,5.407970535602264631e-15,6.321784959436493672e-17,0.000000000000000000e+00,6.775203018528501880e-10,0.000000000000000000e+00,4.863469006691715018e-08,0.000000000000000000e+00,8.286245644861661837e-09,0.000000000000000000e+00,4.381740376784992172e-07,0.000000000000000000e+00,9.425908892386771351e-13,0.000000000000000000e+00,9.943782741992544198e-04,0.000000000000000000e+00,3.748067731607256562e-15,0.000000000000000000e+00,1.243842238253673422e-09,0.000000000000000000e+00,1.104817812515160849e-20,0.000000000000000000e+00,1.329046029927414949e-12,2.720939129743447804e-113
5.964642061401468709e+02,5.896241228845088000e-02,5.896195085393229895e-02,4.269425381341345090e-05,1.373138810625837106e-08,5.616080637640524900e-06,5.644640067933742682e-12,5.403743317470882668e-15,6.311907686398058364e-17,0.000000000000000000e+00,6.775311551829744322e-10,0.000000000000000000e+00,4.867059875449002223e-08,0.000000000000000000e+00,8.286243780900395199e-09,0.000000000000000000e+00,4.381739387585658650e-07,0.000000000000000000e+00,9.418541888021857113e-13,0.000000000000000000e+00,9.943826671734710184e-04,0.000000000000000000e+00,3.745138001157920326e-15,0.000000000000000000e+00,1.242938862374889450e-09,0.000000000000000000e+00,1.103091624855528170e-20,0.000000000000000000e+00,1.327126896728423986e-12,2.725218876679081942e-113
5.995090523993760598e+02,5.896102632255113829e-02,5.896056520318930516e-02,4.269224683374538907e-05,1.373041996368185045e-08,4.242670332924611430e-06,4.264075264631712125e-12,4.081972666155027909e-15,3.602079001813443662e-17,0.000000000000000000e+00,6.809518172594417032e-10,0.000000000000000000e+00,6.326177989713573355e-08,0.000000000000000000e+00,8.285659513181393913e-09,0.000000000000000000e+00,4.381429320529667431e-07,0.000000000000000000e+00,7.114965639351119978e-13,0.000000000000000000e+00,9.957563627507450086e-04,0.000000000000000000e+00,2.829067050677229767e-15,0.000000000000000000e+00,9.603434702614450783e-10,0.000000000000000000e+00,6.295122454706427142e-21,0.000000000000000000e+00,7.951513313731506139e-13,4.782053435631619843e-113
6.026744994150998309e+02,5.895960131040588886e-02,5.895914051295969571e-02,4.269018336075467308e-05,1.372942459248751730e-08,2.843482807302611798e-06,2.857730018058749630e-12,2.735583807872127655e-15,1.617920603593961646e-17,0.000000000000000000e+00,6.845077959016188514e-10,0.000000000000000000e+00,9.117938805664099062e-08,0.000000000000000000e+00,8.285058813546634278e-09,0.000000000000000000e+00,4.381110541490177739e-07,0.000000000000000000e+00,4.768372458720590995e-13,0.000000000000000000e+00,9.971558411639215060e-04,0.000000000000000000e+00,1.895934111878267239e-15,0.000000000000000000e+00,6.719040973027055634e-10,0.000000000000000000e+00,2.827536077363562488e-21,0.000000000000000000e+00,3.927224228192140993e-13,1.066080181846354553e-112
